2020/10/10 16:04:46 [error] 13012#4704: *4 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "POST /api/login/userLogin HTTP/1.1", upstream: "http://[::1]:12320/login/userLogin", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/"
2020/10/10 16:04:48 [error] 13012#4704: *4 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "POST /api/login/userLogin HTTP/1.1", upstream: "http://127.0.0.1:12320/login/userLogin", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/"
2020/10/10 16:06:01 [error] 13012#4704: *4 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "POST /api/login/userLogin HTTP/1.1", upstream: "http://127.0.0.1:12320/login/userLogin", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/"
2020/10/10 16:06:03 [error] 13012#4704: *4 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "POST /api/login/userLogin HTTP/1.1", upstream: "http://[::1]:12320/login/userLogin", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/"
2020/10/10 16:09:08 [error] 13012#4704: *12 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/forget.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /forget.html HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/"
2020/10/13 08:54:15 [error] 3512#7348: *4 no live upstreams while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "POST /api/login/userLogin HTTP/1.1", upstream: "http://localhost/login/userLogin", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/"
2020/10/13 08:54:15 [error] 3512#7348: *4 no live upstreams while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "POST /api/login/userLogin HTTP/1.1", upstream: "http://localhost/login/userLogin", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/"
2020/10/13 08:54:16 [error] 3512#7348: *4 no live upstreams while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "POST /api/login/userLogin HTTP/1.1", upstream: "http://localhost/login/userLogin", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/"
2020/10/13 08:54:47 [error] 3512#7348: *8 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/13 13:01:00 [error] 3512#7348: *439 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/exam/getMaxCateOrder" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /exam/getMaxCateOrder HTTP/1.1", host: "127.0.0.1:12310"
2020/10/13 14:31:02 [error] 3512#7348: *652 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/13 14:31:22 [error] 3512#7348: *652 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/examset/disease_keyword.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/examset/disease_keyword.html?v=1602570625683 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/13 14:31:46 [error] 3512#7348: *652 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/13 14:32:22 [error] 3512#7348: *665 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/13 14:35:13 [error] 3512#7348: *668 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/13 15:10:55 [error] 3512#7348: *674 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/13 15:12:52 [error] 3512#7348: *680 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/apiexam/getDiseaseCateList" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: 127.0.0.1, request: "POST /apiexam/getDiseaseCateList HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/13 15:12:52 [error] 3512#7348: *680 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/13 15:13:20 [error] 3512#7348: *681 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/apiexam/getDiseaseCateList" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: 127.0.0.1, request: "POST /apiexam/getDiseaseCateList HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/13 15:13:20 [error] 3512#7348: *681 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/13 15:13:28 [error] 3512#7348: *678 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/apiexam/getDiseaseCateList" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: 127.0.0.1, request: "POST /apiexam/getDiseaseCateList HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/13 15:13:28 [error] 3512#7348: *678 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/13 15:14:10 [error] 3512#7348: *676 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/13 15:15:29 [error] 3512#7348: *687 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/13 15:15:50 [error] 3512#7348: *687 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/13 17:11:47 [error] 3512#7348: *1003 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/examset/disease_keyword.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/examset/disease_keyword.html?v=1602580301916 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/13 17:12:23 [error] 3512#7348: *1003 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/examset/disease_keyword.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/examset/disease_keyword.html?v=1602580301916 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/13 17:12:32 [error] 3512#7348: *1003 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/examset/disease_keyword.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/examset/disease_keyword.html?v=1602580301916 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/14 08:59:59 [error] 1580#7556: *2 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "POST /api/login/userLogin HTTP/1.1", upstream: "http://[::1]:12320/login/userLogin", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/"
2020/10/14 09:00:01 [error] 1580#7556: *2 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "POST /api/login/userLogin HTTP/1.1", upstream: "http://127.0.0.1:12320/login/userLogin", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/"
2020/10/14 09:00:33 [error] 1580#7556: *2 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "POST /api/login/userLogin HTTP/1.1", upstream: "http://127.0.0.1:12320/login/userLogin", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/"
2020/10/14 09:00:35 [error] 1580#7556: *2 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "POST /api/login/userLogin HTTP/1.1", upstream: "http://[::1]:12320/login/userLogin", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/"
2020/10/14 09:24:11 [error] 1580#7556: *52 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/controller/examset/disease_keyworld.js" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/controller/examset/disease_keyworld.js?v=1602638650895 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/14 09:49:26 [error] 1580#7556: *121 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_disease.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_disease.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/14 11:13:40 [error] 1580#7556: *370 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/examwork/plan_schedule.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/examwork/plan_schedule.html?v=1602645116432 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/14 11:13:46 [error] 1580#7556: *370 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/trace/person_filling.html" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/trace/person_filling.html?v=1602645116432 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/14 11:13:50 [error] 1580#7556: *370 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/trace/examreport_trace.html" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/trace/examreport_trace.html?v=1602645116432 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/14 11:13:52 [error] 1580#7556: *370 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/trace/examreport_upload_trace.html" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/trace/examreport_upload_trace.html?v=1602645116432 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/14 11:28:48 [error] 1580#7556: *394 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/organ_merge.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/organ_merge.html?v=1602645116432 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/14 11:28:52 [error] 1580#7556: *394 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/examorgan_manage.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/examorgan_manage.html?v=1602645116432 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/14 11:29:04 [error] 1580#7556: *394 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/centerorgan_manage.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/centerorgan_manage.html?v=1602645116432 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/14 11:35:11 [error] 1580#7556: *397 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/examorgan_manage.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/examorgan_manage.html?v=1602645116432 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/14 11:37:35 [error] 1580#7556: *399 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/organ_manage_user_tables.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "POST /mockup/organ_manage_user_tables.json HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/14 11:39:11 [error] 1580#7556: *399 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/personinfo_manage.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/personinfo_manage.html?v=1602645116432 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/14 11:39:19 [error] 1580#7556: *399 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/organ_manage_user_tables.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "POST /mockup/organ_manage_user_tables.json HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/14 11:41:29 [error] 1580#7556: *402 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/personinfo_manage.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/personinfo_manage.html?v=1602645116432 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/14 11:43:19 [error] 1580#7556: *403 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/organ_manage_user_tables.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "POST /mockup/organ_manage_user_tables.json HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/14 11:49:18 [error] 1580#7556: *412 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/personinfo_manage.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/personinfo_manage.html?v=1602647122758 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/14 11:51:50 [error] 1580#7556: *413 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/organ_manage_user_tables.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "POST /mockup/organ_manage_user_tables.json HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/14 11:58:58 [error] 1580#7556: *420 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/examwork/plan_schedule.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/examwork/plan_schedule.html?v=1602647909939 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/15 16:31:09 [error] 4916#5524: *542 upstream prematurely closed connection while reading response header from upstream, client: 127.0.0.1, server: 127.0.0.1, request: "POST /api/exam/getDiseaseList HTTP/1.1", upstream: "http://127.0.0.1:12320/exam/getDiseaseList", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/15 18:01:58 [error] 4916#5524: *816 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/examorgan_manage.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/examorgan_manage.html?v=1602756051326 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/15 18:01:59 [error] 4916#5524: *816 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/centerorgan_manage.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/centerorgan_manage.html?v=1602756051326 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/15 18:02:06 [error] 4916#5524: *816 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/personinfo_manage.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/personinfo_manage.html?v=1602756051326 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/15 18:02:09 [error] 4916#5524: *816 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/personinfo_maiten.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/personinfo_maiten.html?v=1602756051326 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/15 18:02:17 [error] 4916#5524: *816 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/organ_manage_user_tables.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "POST /mockup/organ_manage_user_tables.json HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/16 09:13:43 [error] 6388#7532: *10 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/organ_merge.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/organ_merge.html?v=1602810793220 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/16 09:13:50 [error] 6388#7532: *10 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/examorgan_manage.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/examorgan_manage.html?v=1602810793220 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/16 09:13:53 [error] 6388#7532: *10 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/centerorgan_manage.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/centerorgan_manage.html?v=1602810793220 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/16 09:13:54 [error] 6388#7532: *10 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/personinfo_maiten.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/personinfo_maiten.html?v=1602810793220 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/16 11:41:01 [error] 6388#7532: *148 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/organ_merge.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/organ_merge.html?v=1602819271749 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/16 12:52:58 [error] 6388#7532: *165 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/controller/tablecolsdict.js" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/controller/tablecolsdict.js?v=1602823977724 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/16 12:53:15 [error] 6388#7532: *164 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/controller/tablecolsdict.js" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/controller/tablecolsdict.js?v=1602823977724 HTTP/1.1", host: "127.0.0.1:12310"
2020/10/16 12:53:52 [error] 6388#7532: *167 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/controller/tablecolsdict.js" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/controller/tablecolsdict.js?v=1602824027817 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/16 12:53:55 [error] 6388#7532: *168 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/controller/tablecolsdict.js" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/controller/tablecolsdict.js?v=1602824034902 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/16 12:55:12 [error] 6388#7532: *172 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/controller/tablecolsdict.js" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/controller/tablecolsdict.js?v=1602824112341 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/16 12:58:45 [error] 6388#7532: *180 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/controller/tablecolsdict.js" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/controller/tablecolsdict.js?v=1602824325009 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/16 12:59:51 [error] 6388#7532: *186 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/controller/tablecolsdict.js" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/controller/tablecolsdict.js?v=1602824391015 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/16 13:05:41 [error] 6388#7532: *192 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/controller/tablecolsdict.js" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/controller/tablecolsdict.js?v=1602824740723 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/16 13:06:29 [error] 6388#7532: *189 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/controller/tablecolsdict.js" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/controller/tablecolsdict.js?v=1602824789697 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
